23C01|曲线渐近线|计算斜率与对数等价截距极限|1|无穷远极限;对数等价|-|求无穷远函数与自变量比;对差值使用对数等价求截距|ASYMPTOTE_LIMIT|自变量乘平移倒数的对数|-|-|-
23C02|线性方程全轴有界解条件|分类特征根并检查双向增长|2|常系数方程解结构|-|区分实根重根和复根;分别核对正负无穷端;识别全体解有界的谱条件|ODE_ALL_REAL_BOUNDED|二阶齐次常系数方程参数条件|-|-|题干未明确全体解还是某解，解析按通解有界处理；解析还把双向增长误写成只在正无穷增长
23C03|分段参数函数的二阶光滑性|消参分段并逐层核对单侧导数|2|单侧导数;参数消元|-|按参数符号消元为分段函数;检查函数与一阶导连续;比较二阶单侧差商|PARAMETRIC_ABS_SMOOTHNESS|绝对值参数曲线在原点的光滑阶|-|-|解析末尾应为二阶导数不存在而非二阶导函数不可导
23C04|绝对收敛的等价性|正差级数与三角不等式双向比较|2|级数线性运算;比较判别|-|证明差级数为收敛正项级数;分别用三角不等式传递绝对收敛|ABS_CONVERGENCE_ORDERED_SERIES|两个逐项有序且均收敛的级数|-|-|-
23C05|乘积为零下的分块秩比较|单位块消元化为乘积矩阵秩|2|分块消元;矩阵乘积秩|-|利用单位块消去交叉块;代入三矩阵乘积为零;比较剩余乘积的秩|BLOCK_ZERO_PRODUCT_RANK|三个矩阵乘积为零的分块阵|-|-|-
23C06|可对角化判定|互异谱对称性与重复谱维数分类|1|相似对角化|-|对不同结构选取可对角化判据;对重复特征值计算几何重数|REPEATED_EIGEN_DIAGONALIZABLE|三角阵与对称阵候选|-|-|-
23C07|两个生成空间的交集|两种线性表示相等后解齐次系统|2|线性表示;齐次方程组|-|给共同向量设置两套系数;联立解出系数约束;还原交空间的生成向量|SPAN_INTERSECTION|三维中两个二维生成空间|-|-|-
23C08|泊松变量的绝对中心矩|按均值分段并拆阶乘求和|1|泊松分布;离散期望|-|以均值拆开绝对值;利用阶乘移位归并概率和|POISSON_ABSOLUTE_DEVIATION|单位参数泊松的一阶绝对偏差|-|-|-
23C09|两个正态样本方差比的F分布|标准化独立卡方后按自由度取比|1|样本方差抽样分布;F定义|-|分别按总体方差标准化样本方差;使用独立性;核对F比值尺度与自由度顺序|TWO_SAMPLE_VARIANCE_F|两总体方差成固定倍数|-|-|解析第二样本下标误写为第一样本
23C10|绝对样本差的无偏尺度估计|正态差分布与绝对矩匹配|2|正态差分布;无偏性|-|求两观测差的正态分布;计算绝对一阶矩;按无偏条件定系数|NORMAL_ABS_DIFFERENCE_UNBIASED|两次正态观测估计标准差|-|-|根式常数转写粘连
23F11|等价无穷小的参数匹配|展开到目标阶并消去低阶项|1|泰勒展开;等价无穷小|-|展开两侧最低有效阶;消去低阶系数;匹配目标系数|CANCEL_TAYLOR_ORDER|二次多项式加对数对比指数余弦差|-|-|-
23F12|显式曲面的切平面|计算指定点梯度构造点法式|1|偏导数|-|计算两个偏导数;构造图面法向量;写切平面|SURFACE_TANGENT_GRADIENT|线性项加对数径向函数|-|-|-
