21C01|补点函数的连续与可导性|基本极限与二阶展开计算差商|1|连续性;导数定义|-|验证极限等于补点值;计算补点处差商并判断极值必要条件|REMOVABLE_EXTENSION_DERIVATIVE|指数减一除以自变量|-|-|-
21C02|沿曲线信息确定全微分|对两条复合曲线求导并联立偏导|2|链式法则;全微分|-|在两条曲线上定位同一交点;分别对给定恒等式求导;解交点偏导线性方程|TWO_CURVES_TOTAL_DIFFERENTIAL|两条曲线提供未知二元函数限制|-|-|解析直接假定整个函数表达式，题干实际只需交点偏导且不能唯一确定全局函数
21C03|泰勒多项式系数|分母乘回后比较三次展开|1|泰勒展开唯一性|-|用已知三角展开;乘回分母;逐阶比较系数|RATIONAL_TRIG_TAYLOR|正弦除以偶二次多项式|-|-|-
21C04|定积分的黎曼和定义|核对中点取样与区间宽度|1|定积分定义|-|识别等分区间中点;匹配求和项数与小区间长度|MIDPOINT_RIEMANN_SUM|一般连续函数中点和|-|-|-
21C05|二次型惯性指数|展开对称矩阵后统计特征值符号|1|二次型矩阵;惯性定理|-|合并平方和差的系数;求矩阵谱;统计正负惯性指数|QUADRATIC_INERTIA_EIGEN|三个相关线性式平方加减|-|-|-
21C06|施密特正交化系数|依次令投影残差与已有向量正交|1|内积;正交投影|-|先确定第二向量投影系数;再对第三向量建立两条正交条件|GRAM_SCHMIDT_COEFFICIENTS|三维向量的分步正交化|-|-|-
21C07|分块矩阵秩恒等式|分块消元和Gram秩性质配反例|3|分块初等变换;Gram矩阵秩|-|化简含乘积的分块矩阵;使用转置与Gram秩恒等式;构造不满足断言的具体反例|BLOCK_GRAM_RANK_IDENTITIES|带矩阵转置及乘积的四个分块阵|-|-|-
21C08|条件概率命题判断|统一为交概率与边缘概率的关系|2|条件概率;事件补集|-|通分改写条件概率命题;检查互补条件下的蕴含关系|CONDITIONAL_PROBABILITY_PROPOSITIONS|独立与条件概率大小的多条命题|-|-|BLOCK:evidence_steps,isomorphic_relation@题干补集与部分事件名称缺失，解析末尾选择与此前推导不能逐项对应；保留条件概率知识与通分方法，具体选项证据需核对
21C09|配对样本均值差的无偏性与方差|期望线性性与样本内协方差保留|2|样本均值;协方差|-|计算均值差的期望;利用组间独立保留配对协方差;计算方差|PAIRED_MEAN_DIFFERENCE|二维正态配对样本的均值差|-|-|-
21C10|第二类错误概率|在给定备择参数下计算接受域概率|1|检验第二类错误;正态样本均值|-|确定备择参数下样本均值分布;对接受域标准化求概率|TYPE_TWO_ERROR_NORMAL|已知方差且明确拒绝阈值|-|-|-
21F11|有理式反常积分|配平方化反正切再取无穷端极限|1|反常积分;配方积分|-|将二次分母配方;使用反正切原函数;计算上下端极限|IMPROPER_COMPLETED_SQUARE|半轴上正二次分母|-|-|-
21F12|参数方程二阶导数|一阶比值化简后再按参数求导|1|参数方程求导|-|计算两个参数导数比;求二阶导数并代入参数点|PARAMETRIC_SECOND_DERIVATIVE|指数与多项式参数函数|-|-|-
21F13|欧拉微分方程初值问题|对数自变量变换化常系数方程|2|欧拉方程;常系数微分方程|-|采用指数换元转写导数算子;求常系数通解;还原并代入初值|EULER_ODE_IVP|二阶齐次欧拉方程|-|-|-
21F14|闭曲面通量积分|高斯公式后奇对称消项化体积|1|高斯公式;积分对称性|-|计算散度;消去中心对称坐标奇项;求椭圆柱体积|GAUSS_SYMMETRY_VOLUME|椭圆柱整个表面外侧|-|-|-
21F15|行和条件与伴随矩阵|全一向量的特征关系传递到伴随阵|1|伴随矩阵恒等式;矩阵向量乘积|-|将常行和写成全一向量特征关系;用伴随矩阵乘积关系求余子式和|ROW_SUM_ADJUGATE|已知行和及非零行列式|-|-|-
21F16|转移抽球的相关系数|条件抽样构造联合分布再计算矩|2|条件概率;相关系数|-|列第一次取色及第二次条件概率;合成二维分布;计算边缘矩和混合矩|URN_TRANSFER_CORRELATION|两盒转移一个球后再抽取|-|-|-
21A17|含变限积分的倒数差极限|通分并按局部阶拆分极限|2|泰勒展开;微积分基本定理|-|通分消除发散主项;分离积分一阶项与指数二阶项;计算有限余项|RECIPROCAL_INTEGRAL_LIMIT|指数倒数和积分分子及正弦倒数|先拆分积分商与倒数差分别洛必达;用被积函数泰勒展开后整理|-|原文分式括号排版粘连
21A18|混合函数项级数的收敛域与求和|分别研究几何项与幂级数项|3|幂级数收敛;对数级数|-|分别确定两部分收敛条件并检查边界;取共同收敛域/几何求和与分式拆系数求和;单独处理端点|MIXED_EXP_POWER_SERIES|指数几何项加二次分母幂级数|-|1>2|解析把负端点交错和写成正项和，但端点收敛性不受此笔误影响
21A19|空间交线距离最大值|两约束拉格朗日优化距离平方|3|拉格朗日乘子法;点面距离|-|把距离写成坐标绝对值;建立双约束乘子方程;求候选并比较距离|SPACE_DOUBLE_CONSTRAINT_DISTANCE|二次曲面与平面交线到坐标面距离|-|-|-
21A20|最优积分区域与奇点环流|按被积函数符号选区域再挖孔用格林|3|积分保序性;格林公式|奇点路径变形|取非负被积函数区域使面积积分最大;极坐标计算最大积分/识别边界所围奇点;添加小椭圆内边界;在环域转移并计算积分|OPTIMAL_REGION_SINGULAR_LINE|径向二次被积函数与奇异边界微分式|-|1>2|-
21A21|对称矩阵对角化与正定平方根|正交谱分解后对正特征值开方|3|正交对角化;正定矩阵|-|求参数谱与特征空间;施密特正交化构造正交阵/对目标矩阵使用共同谱分解;取正平方根并还原矩阵|SYMMETRIC_POSITIVE_SQUARE_ROOT|参数对称矩阵的平移差平方根|-|1>2|-
