11C01|倍增循环时间复杂度|由循环变量指数增长反解执行次数|1|渐近复杂度|-|写出迭代后变量量级;结合退出条件反解迭代次数|DOUBLING_LOOP_COMPLEXITY|变量持续乘二直到规模阈值|-|-|-
11C02|约束首元素的栈序列计数|固定栈内逆序并插入剩余元素|2|栈后进先出|-|由首个出栈元素确定必须已入栈的前缀;枚举剩余元素合法插入位置|STACK_FIXED_FIRST_COUNT|已知第一个弹出的元素|-|-|-
11C03|循环队列指针初始化|根据首入元素位置逆推队尾初值|1|循环队列指针约定|-|明确front与rear指向的对象;逆推模加后的首个存储位置;保持队头初值一致|CIRCULAR_QUEUE_INITIAL_POINTERS|rear指向队尾元素而非下一空位|-|-|-
11C04|完全二叉树的叶结点数|由最后一个分支结点编号确定叶区间|1|完全二叉树顺序编号|-|求最后有孩子结点位置;从总结点数扣除分支结点数|COMPLETE_TREE_LEAF_COUNT|给出总结点数|-|-|-
11C05|前后序约束下的中序可能性|由前后序互逆推出单支结构并递归检验|2|二叉树遍历|-|用根次序判断是否存在双子树结点;逐层检查中序端点条件|TREE_PRE_POST_CHAIN|前序与后序恰好互逆|-|-|-
11C06|孩子兄弟转换后的空右指针数|以原树分支结点的最后孩子对应计数|2|树的孩子兄弟表示|-|把转换后的右孩子缺失对应到每组最后兄弟;计入原根结点;用总结点与叶数求数量|TREE_SIBLING_NULL_RIGHT|已知一般树总数与叶数|-|-|原文特殊树另法不足以单独证明一般结论，不列为可靠备选
11C07|二叉排序树查找路径合法性|沿路径持续收紧关键字上下界|1|二叉排序树查找|-|根据每次左转右转更新合法范围;检测后续关键字是否越界|BST_SEARCH_PATH_INTERVAL|候选查找路径序列|-|-|-
11C08|图的路径存储与无环性|对照定义及复杂度验证多个断言|1|简单路径;拓扑序列|图存储复杂度|区分回路与简单路径;比较稀疏图存储开销;联系拓扑序存在与无环性|GRAPH_CONCEPT_ASSERTIONS|图的三类基础性质判断|-|-|-
11C09|散列表查找效率因素|分析装填冲突与聚集对探测的影响|1|散列冲突;装填因子|-|比较装填率增大带来的冲突;判断散列函数与冲突处理的改善方向|HASH_EFFICIENCY_FACTORS|多个提高查找效率的措施|-|-|原文概率与装填率成正比只是定性概括，不作为精确线性公式
11C10|快速排序对存储结构的需求|从双向扫描与位置交换匹配顺序访问能力|1|快速排序划分|-|分析分区过程需要的下标访问和交换;选择适配的存储结构|QUICKSORT_STORAGE|快速排序宜用的表结构|-|-|不把原文绝大部分内部排序仅适用于顺序表的泛化当作标签结论
11C11|大根堆插入的比较次数|沿父链上滤并计入终止比较|1|堆的顺序存储|-|定位插入位置;逐层比较父结点;统计交换与不交换的比较|HEAP_INSERT_SIFT_UP|最大堆插入中间权值并统计比较|-|-|配图操作箭头文字误写为插入原父结点，数据路径与题干可辨
11C12|浮点运算性能指标|按计量对象区分指令率与浮点运算率|1|性能指标单位|-|识别各缩写统计对象;匹配浮点操作速度指标|CPU_METRIC_CLASSIFICATION|MIPS与MFLOPS等指标区分|-|-|-
11C13|IEEE754单精度编码|二进制规格化后填写偏置阶码与尾数|1|二进制小数;浮点格式|-|转换真值并规格化;计算偏置阶码;省略隐含首位并组合字段|IEEE754_SINGLE_ENCODING|负的可精确表示二进制小数|-|-|解析末尾将偏置写成128并漏一位十六进制零，前述字段定义明确，标签不采纳笔误
11C14|存储介质的访问方式|区分等时随机访问与机械介质访问|1|存储器访问方式|-|比较半导体器件和光盘的寻址访问特征|MEMORY_ACCESS_MODE|光盘与EPROM及RAM|-|-|按原题随机存取分类口径，不混淆逻辑随机读取能力与等时随机存取
11C15|MAR位宽与地址空间|由可寻址空间而非已装内存求位数|1|按字节编址;地址寄存器|-|区分架构地址空间与实际芯片容量;按最大地址数求位宽|MAR_ADDRESS_SPACE_BITS|实际主存小于架构地址空间|-|-|-
11C16|偏移寻址的分类|对照有效地址形成公式|1|指令寻址|-|识别寄存器加形式地址的机制;与间接取地址区分|DISPLACEMENT_ADDRESSING|基址变址相对与间接寻址辨析|-|-|-
11C17|无符号比较的状态标志|由减法借位与零结果确定转移逻辑|2|CF与ZF;有符号无符号区别|-|将无符号大于转换为非借位且非零条件;排除符号及溢出标志的干扰|UNSIGNED_BRANCH_FLAGS|无符号大于的条件转移|-|-|选项中的取反符号缺失，字面CF加ZF等于1与解析相矛盾；知识点及条件判断行为可确定
11C18|指令集对流水线的支持|分析定长对齐和LoadStore对阶段规整的作用|1|指令流水线;RISC|-|将指令特征对应译码访存和周期组织简化;判断流水实现收益|PIPELINE_ISA_REGULARITY|三项规整化设计条件|-|-|-
11C19|指令周期中的状态变化|按取指与中断检查阶段分析|1|指令周期;程序计数器|-|核对无Cache下必需取指访问;分析空操作对PC的影响;确认中断检查边界|INSTRUCTION_CYCLE_STATE|无Cache无预取且开中断|-|-|-
11C20|数据总线与控制总线的信息分工|按传输内容与握手控制区分线路|1|系统总线|-|识别指令数据和中断类型号的承载线;将握手应答归为控制信息|BUS_SIGNAL_CLASSIFICATION|数据线可能承载的信息|-|-|解析将中断应答名称和所在总线混写，标签只采用数据与控制线路分工
11C21|中断屏蔽字设计|按处理优先级逐位允许高优先级嵌套|2|中断嵌套;屏蔽位语义|-|区分响应优先级与处理优先级;屏蔽自身及低优先级;按字段次序组合屏蔽字|INTERRUPT_MASK_PRIORITY|响应次序与处理次序不同|-|-|-
11C22|查询I/O的CPU时间占比|查询频率乘单次周期再除主频|1|CPU时钟;查询I/O|-|计算每秒查询消耗的周期;归一化为CPU时间占比|IO_CPU_OVERHEAD|给定定时查询频率和周期成本|-|-|-
11C23|高响应比调度的公平性|分析等待时间与服务时间的联合优先级|1|进程调度;饥饿|-|说明相同等待时短任务优势;分析等待增长对长任务机会的改善|HRRN_PRIORITY|要求偏向短任务且不饥饿|-|-|-
11C24|用户态与内核态程序分类|按特权与系统内核职责判断执行态|1|处理器特权级|-|区分用户命令接口与缺页调度中断处理;匹配执行态|USER_KERNEL_PROGRAM_CLASSIFICATION|四类系统相关程序|-|-|-
11C25|线程私有与进程共享状态|区分进程资源和线程执行上下文|1|进程与线程|-|识别代码全局数据和打开文件的共享性;区分线程栈指针等执行状态|THREAD_SHARED_PRIVATE|多线程共享资源范围|-|-|-
11C26|I/O软件处理层次|按请求发起到完成中断的流程排序|1|系统调用;设备驱动|-|定位用户请求内核入口;依次连接驱动下发与中断完成阶段|IO_SOFTWARE_REQUEST_FLOW|用户磁盘请求的完整层次|-|-|-
11C27|银行家安全性检验|逐进程匹配需求并回收已分配资源|2|资源向量;安全序列|-|读取可用已分配与尚需资源;模拟满足进程后的资源释放;判断能否完成全序列|BANKER_SAFETY_TRACE|四进程三类资源的状态表|-|-|解析排除选项编号混乱，资源表可直接支持安全性检验
