22C01|去心极限与点值导数的区别|极限乘法恢复函数极限并用反例辨析|1|函数极限;连续与可导|-|由比值极限和对数极限求函数极限;区分去心信息与点值或导数条件|PUNCTURED_LIMIT_IMPLICATION|函数与对数比值在非零基点的极限|-|-|-
22C02|齐次复合偏导的消项|链式求导加权组合恢复一元函数|2|多元链式法则|-|对比例内变量求两个偏导;加权消去未知函数导数;恢复函数后求点值|EULER_COMPOSITION_RECOVER|乘积因子乘比例变量函数|-|-|题干比例y除以x粘连为xy，解析链式结构可辨
22C03|复合数列的收敛性|连续反函数还原内层并构造振荡反例|2|连续反函数;数列极限|-|识别外层函数在内层值域的单调性;用反函数传递极限;检验偶函数丢失符号的反例|INVERSE_COMPOSITION_SEQUENCE|正弦与余弦两种嵌套|-|-|-
22C04|定积分大小比较|构造差函数证明逐点不等式|1|导数单调性;积分保序性|-|对相同区间被积函数建立上下界;以导数证明对数比较;传递到积分|INTEGRAL_POINTWISE_COMPARE|对数与三角分式积分比较|-|-|-
22C05|可对角化的充分必要条件|特征向量基定理结合反例|2|相似对角化;线性无关|-|区分互异特征值与完整特征基;检验两两无关和整体无关;用反例判断必要性|DIAGONALIZABLE_CONDITIONS|三阶矩阵四种谱或正交条件|-|-|解析补充段错误声称二维不同特征值正交条件总充分，单一特征值时为空真；不采用该扩展
22C06|分块齐次方程的同解性|分块消元后应用共同零空间|2|齐次解空间;分块消元|-|把未知向量按块拆分;消元成两个子系统;用共同零空间判断同解|BLOCK_SAME_KERNEL|给定两矩阵齐次方程同解|-|-|-
22C07|含参数向量组等价|联合矩阵秩与各组秩分参数比较|2|向量组等价;矩阵秩|-|合并向量组行化简;分别处理退化参数;比较各组与联合组秩|PARAM_VECTOR_SPAN_EQUIVALENCE|两个三向量组共用前两向量|计算两个三阶行列式并逐个讨论退化值|-|-
22C08|相关变量线性组合方差|方差展开保留协方差项|1|方差与协方差;常见分布矩|-|读取均匀与泊松变量方差;展开仿射组合方差;代入给定协方差|LINEAR_VARIANCE_COVARIANCE|均匀与泊松变量的线性组合|-|-|-
22C09|样本二阶矩的切比雪夫界|用四阶矩求方差再套概率界|2|切比雪夫不等式;独立样本方差|-|计算样本二阶矩均值;由四阶矩求其方差;按偏差阈值形成概率上界|CHEBYSHEV_SAMPLE_SECOND_MOMENT|独立同分布且四阶矩存在|-|-|题干绝对值符号转写缺失
22C10|条件正态模型的相关系数|联合密度配方识别二维正态参数|2|条件密度;二维正态|-|边缘乘条件密度构造联合密度;积分或配方求边缘方差;识别相关系数|CONDITIONAL_NORMAL_CORRELATION|条件均值等于原变量且条件方差固定|用联合密度直接积分混合矩再求协方差|-|-
22F11|最大方向导数|计算指定点梯度的模|1|梯度与方向导数|-|求指定点梯度;计算模长作为方向导数最大值|GRADIENT_NORM_MAX|二元正定二次函数|-|-|-
22F12|对数根式定积分|根式换元后分部积分|1|换元积分;分部积分|-|用平方根作新变量;化为对数积分并计算端点|LOG_ROOT_DEFINITE|对数除以根式的定积分|直接以对数为求导项作分部积分|-|-
22F13|恒成立不等式的最优参数|转为象限上函数最大值并比较边界|2|二元极值;一元最值|-|把参数下界转为函数上确界;比较内部驻点和两条边界;核对无穷远衰减|UNIVERSAL_INEQUALITY_MAX|多项式与指数在非负象限比较|-|-|-
22F14|函数项级数收敛域|比值判别并检查临界点通项|2|比值判别;级数必要条件|-|计算含参数相邻项比;分收敛发散参数区间;在临界点检查通项|FACTORIAL_EXP_SERIES_DOMAIN|阶乘除n次幂乘指数项|指数换元化幂级数后使用收敛半径|-|-
22F15|含逆矩阵的矩阵方程|左乘可逆因子消去嵌套逆矩阵|1|逆矩阵;矩阵乘法顺序|-|用已知可逆因子左乘;整理并约去可逆矩阵;求所需矩阵差|NESTED_INVERSE_MATRIX_EQUATION|单位阵减逆矩阵的系数|先构造复杂系数矩阵的逆再求解|-|-
22F16|互斥独立事件的条件并概率|容斥计算分子分母|1|条件概率;容斥原理|-|由互斥和独立确定交概率;化简条件交事件;用容斥计算比值|CONDITIONAL_UNION_THREE|一事件与其余互斥而其余彼此独立|-|-|-
22A17|微分方程解的渐近线|积分因子求特解后计算无穷远极限|2|一阶线性方程;渐近线|-|求通解并用初值定常数;检查定义域端点;求无穷远斜率与截距|ODE_SOLUTION_ASYMPTOTE|根式变系数一阶方程|-|-|根式在系数与指数中多处丢失
22A18|混合边界区域的二重积分|分区极坐标消去被积齐次比值|2|极坐标Jacobian;区域分割|-|结合本地配图恢复圆弧和直线区域;按角度分区;先径向后角向积分|DOUBLE_POLAR_PARTITION|半圆与弦线构成的区域|-|-|已查看本地配图，题干圆边界根号在转写中缺失
22A19|空间闭曲线积分|按坐标面交弧分段并识别全微分|3|曲线定向;全微分积分|-|按右手法则确定三段交弧方向;利用坐标为零简化各段;将剩余微分式化为端点差|COORDINATE_ARC_LINE_INTEGRAL|第一卦限椭球片边界|先用斯托克斯再补坐标面使用高斯公式|-|-
22A20|凸性与积分中点不等式|辅助变限积分单调性及局部反证|3|中值定理;二阶导数连续性|积分不等式|构造积分与中点值之差;用导数单调性证明必要性/假设某点二阶导数为负;在保号小区间反向推导形成矛盾|CONVEX_MIDPOINT_INTEGRAL_EQUIVALENCE|所有区间中点值与积分平均值比较|利用中点泰勒公式余项符号证明必要性|-|解析Taylor方法直接把随自变量变化的中间点移出积分不严谨；采用余项符号不等式
22A21|秩一二次型的正交化与零点|外积谱结构构造正交基并求核|2|二次型矩阵;正交对角化|齐次方程组|按双重求和系数写对称矩阵/由秩与迹识别谱;求零空间并正交单位化/将平方型为零转为线性方程;写零空间通解|RANK_ONE_QUADRATIC_KERNEL|系数为下标乘积的三元型|用向量叉积完成三维正交化;由标准形零坐标反变换求零点|1>2;2>3|第三问也给出直接配方方法，其依赖仅限引用第二问零空间或标准形的方法
22A22|两组指数样本的共同参数估计|合并不同尺度似然并计算方差|2|最大似然估计;独立方差|-|按已知均值比例写两组密度;合并对数似然求共同参数/按样本组独立性和尺度关系计算估计量方差|TWO_EXPONENTIAL_SAMPLES_MLE|均值成固定倍数的两组独立样本|-|1>2|-
