26C01|隐函数偏导组合|分别隐式求导后消去共同分母|1|隐函数偏导|-|计算两个隐式偏导;按指定和差组合化简|IMPLICIT_PARTIAL_COMBINATION|线性项与指数项共同含隐函数|-|-|-
26C02|振荡系数幂级数收敛域|奇偶子列根值上极限与端点检查|2|根值判别;级数必要条件|-|分奇偶分析系数根值;求半径并还原自变量平方;检查端点项是否趋零|OSCILLATING_ROOT_POWER_RADIUS|奇偶底数不同的指数系数|-|-|-
26C03|凸性与固定端点割线单调性|凸函数弦斜率性质结合反例|2|凸函数定义;单调性|-|区分分段单调与基点极值;用凸性比较固定端点割线;检验逆命题|CONVEX_FIXED_ENDPOINT_SECANT|固定右端点的割线斜率|-|-|题设未给可导性，解析导数证明增添假设；凸函数弦斜率性质本身不需可导
26C04|三重积分球坐标转化|识别球锥交域并写球坐标面积元|2|球坐标Jacobian;空间区域|-|核对球面与圆锥的范围;转换径向函数和球坐标体积元;确定角度与半径界|SPHERE_CONE_SPHERICAL_INTEGRAL|球锥围域上的径向函数|-|-|-
26C05|置换矩阵的逆与伴随|正交性结合行列式正负|1|置换矩阵;伴随矩阵|-|由置换矩阵正交性判断逆仍为置换;考虑行列式正负区分伴随矩阵|PERMUTATION_INVERSE_ADJUGATE|行互换得到的单位矩阵|-|-|-
26C06|列空间包含与有解蕴含|右端属于列空间的相容性解释|1|列线性表示;线性方程组相容性|-|把向量组可表示写为列空间包含;将有解条件转为右端所属空间;推导正确蕴含|COLUMN_SPACE_SOLVABILITY|单向列表示的两方程组|-|-|-
26C07|含参二次型的圆柱面条件|谱零值与相等非零特征值匹配几何|2|正交标准形;二次曲面|-|求含参数谱;筛选一个零值与两个等号同符号值;核对等值面存在性|QUADRATIC_CYLINDER_PARAMETER|负等值面的等交叉项三元型|-|-|-
26C08|平方损失期望最小化|期望展开配方为均值偏移平方加方差|1|期望与方差|-|展开平移平方期望;用均值方差改写;求最小值点与值|EXPECTED_SQUARE_SHIFT_MIN|正态变量与常数平移|-|-|-
26C09|仿射分布函数的标准化|先由分布函数判尺度符号再匹配矩|1|仿射分布变换;均值方差|-|由分布函数单调与端点判正尺度;识别分布等价的线性变换;匹配零均值单位方差|CDF_AFFINE_STANDARDIZATION|以原CDF的仿射自变量构造标准化分布|-|-|解析把同分布误述为必然逐点线性关系，部分分式粘连；只标分布变换
26C10|几何混合分布的条件尾比较|几何求和后比较生存条件下的权重|2|条件概率;几何级数|-|求两个几何分量尾概率;写条件尾比值;比较条件权重与原混合权重|GEOMETRIC_MIXTURE_RESIDUAL_LIFE|两种指数衰减速度的离散混合|-|-|解析权重比方向有笔误，不复制该中间不等式
