12C01|有理函数的渐近线|分别检查分母零点与无穷远极限|1|函数极限|-|约分后区分可去点与无穷间断点;由无穷远极限判定水平或斜渐近线|RATIONAL_ASYMPTOTES|分子分母有公因子的二次有理式|-|-|-
12C02|多因子乘积在零因子处的导数|乘积求导后利用零因子消项|2|乘积求导法则|-|将导数写为每个因子轮流求导的和;利用指定点唯一零因子保留有效项|PRODUCT_DERIVATIVE_SINGLE_ZERO|指数减整数的有限乘积|-|-|-
12C03|二元函数可微性的极限判据|把函数的高阶小量控制转为可微定义|3|二元函数可微定义|-|由连续性和给定极限确定函数值;检验增量能否写成线性部分与高阶余项|MULTIVARIATE_DIFFERENTIABILITY_LIMIT|连续函数与两种趋零量级的商|-|-|旧考点误标极值；分母是否有根号影响具体选项，需核对原公式
12C04|变区间振荡积分的比较|作差并平移相邻半周期统一积分区间|2|定积分保序性;换元积分法|-|由相邻半周期的正负性建立初步顺序;将较远积分平移后比较权函数|OSCILLATORY_INTEGRAL_ORDER|递增指数权与正弦的连续半周期积分|-|-|-
12C05|含任意参数向量组的线性相关性|计算候选向量组行列式的恒零关系|1|行列式与线性相关判据|-|保留任意参数计算候选行列式;找出不依赖参数的相关关系|DETERMINANT_IDENTICAL_DEPENDENCE|三维列向量中前两分量呈固定相反关系|-|-|-
12C06|重特征值空间内换基的相似表示|将新基表示为旧基乘过渡矩阵|2|相似变换与基变换|-|写出新旧特征基的过渡矩阵;在相似对角式中代入并化简|EIGENBASIS_WITHIN_REPEATED_SPACE|相同特征值的两个特征向量相加|-|-|-
12C07|独立指数变量的大小比较概率|构造联合密度并在事件区域积分|2|独立变量的联合密度|-|以密度乘积写联合分布;在一变量小于另一变量的半平面求概率|EXPONENTIAL_RACE_PROBABILITY|两个不同率参数的独立指数变量|-|-|原解析联合密度书写遗漏归一化系数，计算标签不采纳具体数值步骤
12C08|固定总长两部分的完全负相关|利用两变量的确定仿射关系|1|完全相关的线性关系判据|-|把固定总长约束写成负斜率线性关系;据此判断相关方向与强度|PERFECT_CORRELATION_LINEAR|随机截断木棒的两段长度|-|-|-
12F09|同时满足两条微分方程的函数|由简单候选解代入两式检验|2|常系数线性微分方程|-|利用共同的指数右端识别候选函数;同时代入两条方程核对约束|COMMON_SOLUTION_TWO_ODES|一条齐次与一条受迫二阶方程|-|-|原解析仅检验一个候选，未写唯一性论证；标签保留其实际方法边界
12F10|对称换元的定积分|平移变量后利用奇偶性与标准积分|2|换元积分法|积分的奇偶对称性|把二次式通过平移化为对称形式;去除奇函数部分并计算剩余积分|SHIFT_SYMMETRY_QUADRATIC_INTEGRAL|区间中点平移与圆型根式|-|-|根式和分式在题干中粘连，具体被积函数需核对
12F11|梯度的分量计算|分别求偏导并代入指定点|1|一元函数求导|-|根据明确的函数表达式计算偏导;以偏导分量组成指定点梯度|GRADIENT_COMPONENTS|含坐标乘积或商的三元表达式|-|-|题干表达式与解析偏导不一致，具体梯度分量需要核对原稿
12F12|平面片上的第一类曲面积分|投影到坐标平面并换入常量面积因子|2|第一类曲面积分的投影公式|-|写出平面片的三角形投影区域;计算面积微元系数并化为二重积分|SURFACE1_PLANE_TRIANGLE|第一卦限内斜平面片与平方权函数|-|-|-
12F13|单位向量外积补投影矩阵的秩|利用幂等性和互补矩阵的秩关系|2|矩阵秩不等式|幂等矩阵|证明单位向量外积的补矩阵幂等;结合零乘积与和为单位矩阵确定秩|ORTHOGONAL_PROJECTION_COMPLEMENT_RANK|单位列向量的外积从单位矩阵中扣除|-|-|原文特殊向量法未说明一般性保持条件，主方法采用完整秩论证
12F14|互斥条件下的条件概率|用互斥性消去三事件交集再计算条件概率|2|条件概率公式|-|用互斥性判断交事件概率为零;按条件事件的概率归一化|CONDITIONAL_COMPLEMENT_EXCLUSION|事件交集在第三事件补集条件下的概率|-|-|题干条件事件缺补集横线而解析使用补集，需核对原稿条件
12A15|含对数三角函数的不等式证明|构造两边差函数并按区间证明单调性|3|导数符号与单调性|-|把待证式移项构造差函数;按正负区间处理导数符号;结合零点值推出不等式|INEQUALITY_DIFFERENCE_MONOTONIC|对数比值与余弦构成的偶型不等式|-|-|原解析负区间的导数符号叙述前后不一致，未采纳冲突行
12A16|二元函数的无约束极值|解驻点方程并用二阶偏导判别|2|二阶偏导数|-|在定义域内求驻点;计算海森判别式并区分极大极小|BIVARIATE_STATIONARY_HESSIAN|坐标乘二次指数函数|-|-|指数括号、系数和部分二阶导数符号排版冲突，需核对精确表达式
12A17|幂级数收敛域与和函数|系数拆分为几何级数导数和积分|3|幂级数逐项求导与积分|-|求收敛半径并检验两个端点/将系数分拆后分别求和;处理原点处的延拓值|POWER_SERIES_RATIONAL_COEFFICIENT_SUM|偶次幂与奇数指标的有理系数|-|-|题干分式粘连且原点和函数值与通项可能不一致，具体公式需核对
12A18|切线几何条件建立微分方程及求面积|用切线段定长关系求参数导数后积分|3|参数曲线切线|参数曲线围成面积|由切线方程和定长条件建立导数关系;用初值积分恢复参数函数/将面积转为参数积分并检查端点极限|TANGENT_LENGTH_PARAMETRIC_AREA|纵坐标为余弦且切线到轴的线段定长|-|1>2|参数区间的分式与导数正性冲突，需核对原区间
12A19|平面第二类曲线积分的补线计算|补闭合路径后应用格林公式|2|格林公式及方向约定|-|添加坐标轴线段形成闭曲线;把闭积分化为区域积分并扣除补线段贡献|LINE2_CLOSE_GREEN|两段圆弧与坐标轴补线|-|-|-
12A20|含参数线性方程组的解分类|展开行列式后按参数作增广矩阵消元|3|行列式展开;线性方程组相容性|-|利用稀疏结构展开系数行列式/枚举行列式为零的参数;用秩判断无穷多解并写通解|PARAM_NONHOMOGENEOUS_INFINITE|含循环参数的四元系数矩阵|-|1>2|旧考点仅为行列式，已补充实际非齐次方程组任务
12A21|格拉姆矩阵二次型的正交标准化|先用秩等式定参数再正交对角化|3|矩阵秩与格拉姆矩阵|实对称矩阵正交对角化|将二次型秩条件转为原矩阵的秩条件求参数/计算格拉姆矩阵特征值与特征向量;单位化构造正交变换和标准形|GRAM_QUADRATIC_DIAGONALIZE|矩形矩阵转置乘自身产生二次型|-|1>2|旧考点过粗，原文实际同时考格拉姆秩与二次型
12A22|离散联合分布的事件概率与协方差|按事件格点求和并用协方差线性性质|2|离散联合分布的矩|-|筛选满足变量倍数关系的格点并求和/求所需一二阶矩;用协方差线性运算计算组合协方差|DISCRETE_JOINT_EVENT_COVARIANCE|二维离散表中的线性约束事件|-|-|分布表行列结构粘连，具体格点概率需核对
12A23|正态差变量的方差参数估计|先求线性组合分布再用对数似然估计尺度|3|独立正态变量的线性组合|无偏估计的期望判定|利用独立性计算差变量的均值方差并写密度/构造差变量样本的似然函数并求方差参数估计/计算估计量期望证明无偏性|NORMAL_DIFFERENCE_SCALE_MLE|两个均值相同而方差成比例的独立正态变量|-|1>2;2>3|-
