20C01|变限积分无穷小阶比较|被积函数等价阶与上限阶复合|2|等价无穷小;变限积分|-|识别各被积函数最低阶;合并积分升阶与上限复合阶;比较总体阶|VARIABLE_INTEGRAL_ORDER|不同三角上限和指数对数被积函数|-|-|根式和分数幂转写缺失
20C02|可导性与函数局部阶|从导数定义及基点连续性判断蕴含|2|导数定义;连续性|-|区分极限值与函数基点值;将可导性转为差商条件;检查各阶比较命题|DIFFERENTIABILITY_ORDER_IMPLICATION|仅给零点极限的局部条件|-|-|选项分母根式缺失且解析等式粘连，具体选项需原稿核对
20C03|多元可微的线性近似|把法向量点积识别为微分余项|2|可微定义;向量点积|-|写出可微的一阶近似;将法向投影对应余项;按距离尺度取极限|DIFFERENTIABILITY_NORMAL_REMAINDER|函数图面相对切平面的法向误差|-|-|距离分母根号转写缺失
20C04|幂级数与子级数收敛范围|半径内绝对收敛及逆否命题|2|幂级数绝对收敛|-|使用半径内绝对收敛传递到偶项子级数;取逆否命题判断发散点位置|POWER_SUBSERIES_RADIUS|原幂级数的偶次子级数|-|-|解析偶项下标转写不完整
20C05|初等列变换的矩阵表示|可逆右乘及其逆变换|1|初等矩阵|-|将列变换表示为可逆右乘;用逆矩阵反向表示原矩阵|COLUMN_OPERATION_INVERSE|初等列变换后的两个矩阵|-|-|-
20C06|相交直线与向量线性表示|参数式交点相等后整理线性组合|1|直线参数式;线性表示|-|将两直线写成点加方向向量形式;用各自交点参数相等的空间点建立表示|INTERSECT_LINES_LINEAR_SPAN|方向与基点由三个向量交错构成|-|-|解析误对两条直线复用同一参数，存在性线性表示仍成立
20C07|三事件恰一发生概率|分解互斥原子事件并用交集概率|2|事件代数;容斥|-|由零交概率推出三重交概率为零;计算三个仅发生事件概率;互斥相加|EXACTLY_ONE_THREE_EVENTS|给定边缘与两两交概率|-|-|补集横线丢失且解析加减号有笔误
20C08|伯努利和的正态近似|中心极限定理标准化样本和|1|中心极限定理;伯努利矩|-|计算总和均值和方差;标准化给定阈值;用正态分布函数近似|BERNOULLI_SUM_CLT|等概率二点样本的和|-|-|解析标准化中心误写为阈值，近似机制清楚
20F09|互为倒数差的极限|通分后比较二阶消去项|2|等价无穷小;洛必达法则|-|通分消去发散主项;辨认分母阶;求剩余二阶极限|RECIPROCAL_DIFFERENCE_LIMIT|指数减一与对数的倒数差|-|-|-
20F10|参数方程二阶导数|对参数连续求导并除自变量导数|1|参数方程求导|-|计算参数一阶导数比;再次按链式法则求导并代点|PARAMETRIC_SECOND_DERIVATIVE|根式与对数参数曲线|-|-|题干根号转写缺失
20F11|线性微分方程解的反常积分|稳定特征根保证衰减并整体积分|2|常系数方程;反常积分|-|检查实根或复根实部均负;积分微分方程;以初值和无穷端衰减计算|ODE_DECAY_INTEGRAL|正阻尼二阶方程给定两初值|-|-|解析声称根均为负实数不涵盖复根情况，应检查负实部
20F12|含参变限积分的混合偏导|先对仅影响上限的变量求导|2|微积分基本定理;链式法则|-|选择先对上限变量求导;再对含参数变量求导;代入指定点|PARAMETRIC_INTEGRAL_MIXED_PARTIAL|上限为乘积且被积指数含参数|-|-|-
20F13|参数行列式计算|初等变换制造零元后展开|1|行列式初等变换|-|用行列加减保值化简;展开低阶子式并整理参数多项式|SPARSE_DETERMINANT|四阶带参数对角与正负交叉项|-|-|-
20F14|变量与自身函数的协方差|对称性消去边缘期望后积分混合矩|1|协方差;积分奇偶性|-|由对称性求两个均值;积分计算变量与正弦的乘积矩|FUNCTION_COVARIANCE_SYMMETRY|对称均匀变量和正弦变换|-|-|解析把正弦误称为偶函数，两均值为零依据是奇性
20A15|二元函数无约束极值|求驻点并使用Hessian判别|2|偏导数;二阶极值判别|-|联立偏导求所有驻点;逐点计算Hessian判别式;分类并求极值|BIVARIATE_STATIONARY_HESSIAN|非对称三次项加交叉项|-|-|-
20A16|含奇点的闭曲线积分|挖去奇点后用格林公式变形路径|3|格林公式;区域单连通性|-|识别原点奇性阻止直接套用格林;加入小椭圆内边界;在环域用格林转移积分;计算标准边界积分|GREEN_PUNCTURED_CIRCULATION|各向异性二次分母的环流|-|-|解析边界方向与符号转写局部含混
20A17|递推系数幂级数的和函数|比值法定半径再逐项求导建方程|2|幂级数逐项求导;一阶线性方程|-|由系数递推求半径证明区间内收敛/逐项求导并使用递推;解和函数方程;由零点值确定常数|POWER_RECURRENCE_ODE|一阶相邻系数递推|-|1>2|分数参数与根号转写缺失
20A18|带未知函数的曲面通量|定向投影后借曲面齐次关系消项|3|曲面投影;极坐标积分|-|由曲面求投影法向分量并核对下侧;消去未知函数项;对环域剩余项积分|CONE_FLUX_UNKNOWN_CANCEL|圆锥环带上共同未知函数项|-|-|曲面根号缺失，解析求导表明圆锥而非抛物面
20A19|函数最大模与导数界|分段中值定理加积分等号条件|3|拉格朗日中值定理;连续函数极值|积分不等式|在最大模点两侧应用中值定理;依据较短区间取得导数下界/对两段积分同时应用导数上界;分析等号条件与导数连续性排除非零最大模|MAXIMUM_DERIVATIVE_RIGIDITY|两端为零且导数被最大模控制|-|-|解析末尾应使用导数连续而非导数可导，题设连续导数已足够
