15C01|递归调用栈的入栈顺序|按实际调用链从栈底到栈顶排列|1|函数调用;栈后进先出|-|跟踪入口到递归边界的调用;按进入顺序建立活动记录栈|RECURSION_CALL_STACK|给定递归程序的一次调用|-|-|-
15C02|固定先序二叉树的结构计数|利用中序出栈序列与二叉树的一一对应|2|二叉树遍历;卡特兰计数|-|将固定先序下不同树形对应到合法中序次序;应用计数关系|CATALAN_TREE_SHAPES|四个不同结点给定先序|-|-|原文组合数公式连写，标签不复制损坏公式
15C03|哈夫曼树路径权值兼容性|用父权等于孩子权之和检验分叉|2|哈夫曼结点权值|-|识别两路径的共同祖先;按分叉位置检查权值可加性|HUFFMAN_PATH_WEIGHT_COMPATIBILITY|给从根到两个叶子的权序列|-|-|-
15C04|逆序AVL的极值位置|结合中序次序与旋转后的结点身份分析|1|BST序关系;AVL旋转|-|从降序中序确定左右大小关系;判断极值是否能有某侧子树;区分插入前后叶身份|REVERSED_AVL_EXTREME|中序结果为降序|-|-|原解析把最大元素的论证用于排除最小元素选项，标签分别按序关系判断
15C05|DFS遍历次序数量|枚举邻接访问次序并保持深探约束|2|有向图DFS|-|依次选择未访问邻居并递归到底;去重记录可达遍历序列|DFS_ORDER_COUNT|小规模有向图从指定顶点出发|-|-|-
15C06|Prim与Kruskal选边差异|比较当前割边候选与全局非成环边|2|最小生成树;并查连通性|-|确定首条最小边;分别形成两算法第二步候选集合;比较差集|PRIM_KRUSKAL_EDGE_SELECTION|指定Prim起点并含等权边|-|-|Kruskal本身不依赖起点，原文起点措辞只用于Prim
15C07|折半查找比较序列合法性|沿比较结果持续收紧目标区间|1|折半查找;BST序关系|-|由各次比较建立上下界;检查后续比较值能否仍位于合法区间|SEARCH_PATH_INTERVAL|四个候选关键字比较序列|-|-|-
15C08|KMP失配后的模式回退|从已匹配前缀求最长相等前后缀|2|字符串前后缀;next数组|-|确认从零编号;求失配位置的next值;保持主串位置并回退模式位置|KMP_FAILURE_SHIFT|首次失配时主串模式下标相同|-|-|解析模式表末字符误写，计算所需已匹配前缀未受影响
15C09|基数排序移动量的决定因素|按固定轮数分配收集分析数据移动|1|基数排序;比较排序|-|判断移动次数是否随原始逆序结构变化;区分固定数位处理和比较驱动交换|RADIX_MOVE_COUNT|比较四类排序对初始排列的依赖|-|-|-
15C10|堆删除后的下滤比较次数|末叶补根后逐层选较小孩子比较|1|小根堆;完全二叉树|-|补入末叶;先比较孩子再与待调元素比较;计入最后单孩子比较|HEAP_DELETE_SIFT_DOWN|删除最小堆根结点|-|-|-
15C11|希尔排序的组内操作|把间隔子序列映射到直接插入过程|1|插入排序;增量序列|-|识别间隔分组;确定每组的基本排序方式|SHELL_GROUP_INSERTION|询问组内排序算法|-|-|-
15C12|机器可直接执行的程序表示|区分机器码与需翻译的符号描述|1|机器语言;汇编语言|-|判断语言是否直接编码硬件指令;区分汇编与硬件描述用途|MACHINE_EXECUTABLE_LANGUAGE|三种程序表示比较|-|-|-
15C13|固定一位数目的补码极值|用符号位负权及其余正权安排比特|1|补码位权|-|固定负符号位;把剩余一放到最低正权位置;判断最小真值|FIXED_POPCOUNT_TWOS_MIN|固定位宽和一的数量|-|-|-
15C14|浮点运算各阶段的溢出|追踪对阶规格化舍入的指数变化|2|浮点对阶;规格化|-|分析各阶段对阶码边界的影响;区分尾数溢出与最终表示溢出|FLOAT_OPERATION_OVERFLOW|四个浮点加减性质断言|-|-|尾数溢出可通过规格化恢复，不采纳原文仅产生误差的笼统解释
15C15|回写Cache含元数据的容量|分解地址字段并逐行计入有效位脏位|2|直接映射;回写策略|-|由块长和数据容量求行数;求标记宽度;合计数据有效位脏位及标记位|CACHE_TOTAL_METADATA_BITS|字为容量单位而按字节编址|-|-|-
15C16|直写Cache的最少主存访问|区分可命中的读访问与必须写主存的操作|1|直写策略;TLB命中|-|在地址翻译和读访问均命中时判断最低成本;保留直写要求的主存更新|WRITE_THROUGH_MIN_ACCESS|存储单元加立即数并写回|-|-|-
15C17|动态存储器的刷新需求|按电容保持机制区分存储介质|1|DRAM与SRAM|-|识别动态存储元件的电荷流失;区分同步接口和动态存储机制|DRAM_REFRESH|SDRAM与其他存储器比较|-|-|-
15C18|交叉存储的同体访问冲突|先按模定位存储体再检查请求间距|2|低位交叉编址|-|将各地址映射到存储体;检查短间隔内同体重复请求|INTERLEAVED_BANK_CONFLICT|四体交叉的连续请求序列|-|-|仅按题内交错访问模型判断潜在冲突，不补造具体存储周期
15C19|总线同步与异步定时|比较统一时钟采样及互锁握手|1|同步总线;异步握手|-|区分统一时钟与各设备独立定时;比较互锁程度和可靠性;识别半同步采样|BUS_TIMING_PROTOCOLS|同步异步半同步多种描述|-|-|-
15C20|磁盘平均存取时间|由转速和每道扇区数求等待与传输时间|1|磁盘旋转;寻道|-|求半圈平均等待;由一圈时间分摊单扇区传输;加入寻道成本|DISK_AVERAGE_ACCESS_TIME|给每磁道扇区数而非带宽|-|-|-
15C21|中断I/O端口交换内容|按CPU搬运与设备控制区分数据和DMA地址|1|中断I/O;设备端口|-|识别字符命令状态的交换;区分CPU搬运与设备直访主存所需信息|INTERRUPT_IO_PORT_CONTENTS|打印机中断输出|-|-|-
15C22|内部异常的返回行为差异|按故障陷阱终止区分恢复方式|1|处理器异常分类|-|区分异常产生与检测阶段;判断不同异常是否都返回原指令|EXCEPTION_RETURN_SEMANTICS|fault与trap及abort比较|-|-|解析把除零处理概括为自动跳过有误，不将所有内部异常套用同一返回规则
15C23|中断现场保存的软硬件分工|区分硬件断点保护与软件寄存器保护|1|中断响应;执行上下文|-|识别需操作系统显式保存的状态;与硬件隐操作及可重建缓存区分|INTERRUPT_SOFTWARE_CONTEXT_SAVE|操作系统需要保存的寄存器|-|-|-
15C24|指令执行导致的内核入口|逐项检查异常与软中断触发条件|1|处理器异常;访存保护|-|区分显式陷入潜在访存故障和纯寄存器操作;排除已完成取指的影响|INSTRUCTION_KERNEL_ENTRY|题设指令已装入IR|-|-|-
15C25|抢占后的运行到就绪转换|区分只失去CPU与等待其他资源|1|进程状态|-|判断进程能否立即继续执行;将处理器抢占对应到就绪等待|PREEMPT_RUNNING_READY|资源请求与高优先级抢占比较|-|-|P操作并非总会阻塞，标签不采纳原解析对此的绝对说法
15C26|死锁避免与检测的信息需求|比较分配前安全检查与分配后检测|1|最大资源需求;死锁策略|-|区分顺序资源预防和安全性避免;比较是否需预先最大需求;判断危险分配是否获准|DEADLOCK_AVOID_DETECT|两个系统采用不同处理策略|-|-|-
15C27|LRU淘汰页的历史追溯|逆向寻找最近出现的不同页直至页框数|1|LRU;固定页框|-|从访问历史末尾去重回溯;找出当前驻留页中最久未使用者|LRU_REVERSE_HISTORY|给长访问历史后再访问新页|-|-|-
15C28|磁盘缓冲的访问复用|用内存副本命中减少物理I/O|1|缓存局部性;磁盘I/O|-|区分减少设备访问与改变机械寻道本身;识别缓存复用目标|DISK_BUFFER_IO_REDUCTION|设置内存磁盘缓冲的主要目的|-|-|-
15C29|混合索引下读取文件块的访问数|先按文件偏移定位索引层级再计数|2|直接及多级间接索引;块大小|-|计算直接和各级间接覆盖边界;定位目标文件块;计入索引访问和最终数据块访问|INODE_ACCESS_DEPTH|inode已在内存的两个文件偏移|-|-|-
15C30|页框分配与置换范围的兼容性|按驻留集能否变化检验组合|1|固定与可变分配;局部与全局置换|-|判断跨进程取页框是否改变分配数;比较四种策略组合|ALLOCATION_REPLACEMENT_COMPATIBILITY|固定分配与全局替换冲突|-|-|-
15C31|位图中盘块位的存储定位|连续进行位块号字节号的商余分解|2|位图;从零编号|-|由每位图块覆盖的盘块数求所在块;加位图起始块号;把块内位偏移换成字节序号|BITMAP_BIT_LOCATION|题目问块内字节而非位号|-|-|-
15C32|SCAN的磁头移动总量|按当前方向到端点再反向服务|1|磁道号;SCAN|-|排序当前方向与反方向请求;确定折返位置;合计移动区间|SCAN_HEAD_MOVEMENT|最内磁道本身也有请求|-|-|解析列服务顺序时漏一项中间请求，但折返端点与总距离计算路径仍明确
15C33|POP3的直接传输服务|定位承载协议并读取连接可靠性|1|POP3;TCP|-|确定应用协议的直接传输层承载;判断服务类型|POP3_TRANSPORT_SERVICE|接收邮件时的传输层服务|-|-|-
15C34|数字线路编码方式辨识|将已知比特与电平及跳变规则对应|2|NRZ与NRZI;曼彻斯特编码|-|比较电平对应位值和边界跳变;检查码元中点是否必跳变;匹配两条波形|LINE_CODE_IDENTIFICATION|给已知比特和两种编码波形|-|-|-
15C35|滑动窗口利用率与序号宽度|由目标利用率求整帧窗口再匹配编号空间|2|往返时延;发送时延|-|计算一帧发送时间;建立窗口覆盖往返周期的比例;向上取整窗口和位数|WINDOW_BITS_TARGET_UTILIZATION|卫星链路要求利用率下界|-|-|序号空间约束按本地解析采用的窗口模型，不补充未给出的收发窗口细节
15C36|CSMA/CD的适用与争用约束|把碰撞检测条件联系到有线传播时延|1|碰撞检测;最小帧长|-|核对边发送边检测机制;区分无线接入;联系传播范围与最小帧长|CSMA_CD_PROPERTIES|适用环境和利用率极限|-|-|-
15C37|以太网交换机的桥接层次|按多端口网桥的转发与域边界辨析|1|网桥;冲突域和广播域|-|识别交换机工作层次;区分端口隔离冲突和默认广播转发|SWITCH_BRIDGE_DOMAINS|普通二层交换机的基本性质|-|-|不把未给定的VLAN配置或跨网络层协议转换能力推入题内结论
15C38|最长前缀路由选择|在全部匹配项中取最具体前缀|1|IPv4前缀;默认路由|-|分别检验目标地址是否匹配;比较前缀长度;仅在无具体匹配时采用默认项|LONGEST_PREFIX_LOOKUP|三条嵌套路由和默认路由|-|-|-
15C39|TCP接收缓存耗尽时的发送窗口|累计慢开始数据量并更新剩余接收空间|2|慢开始;流量控制|-|逐RTT累计已收到但未取走数据;求剩余接收窗口;与拥塞窗口比较|TCP_RECEIVER_BUFFER_EXHAUSTION|接收端不读取缓存且逐段确认|-|-|-
