17C01|累计增长循环的时间复杂度|将退出条件转为迭代次数的二次不等式|1|等差求和;渐近复杂度|-|表达迭代后累计量;反解达到阈值所需次数|ARITHMETIC_SUM_LOOP|循环变量逐次增加并累加|-|-|-
17C02|栈的限制与调用应用|逐项用定义和反例检验断言|1|栈操作;递归与迭代|-|区分单端栈与双端表;检查入栈序是否唯一决定输出;辨别递归改写是否必需显式栈|STACK_PROPERTIES_COUNTEREXAMPLES|多个栈应用断言|-|-|-
17C03|稀疏矩阵的压缩组织|按只存非零项及其行列位置匹配结构|1|稀疏矩阵;链式存储|-|识别三元组保存的位置和值;比较行列交叉链接与完整矩阵空间|SPARSE_MATRIX_REPRESENTATION|三元组与十字链表|-|-|不把所有二叉链表都等同孩子兄弟表示
17C04|先序与中序相同的树形条件|逐层比较根访问位置排除左子树|1|二叉树遍历|-|比较两种遍历中根与左子树的次序;将同序条件递归应用到全部分支|PREORDER_INORDER_EQUAL|非空二叉树两种序列相同|-|-|-
17C05|给定树形的后序结点定位|按后序访问次序给形状结点赋名|1|后序遍历;结点层次|-|沿树形后序逐个填入标识;比较指定结点的深度|TREE_SHAPE_POSTORDER_LABEL|固定树形和后序序列|-|-|-
17C06|哈夫曼前缀码译码|按完整码字边界连续切分比特流|1|前缀码|-|从当前起点匹配码字;到叶或完整码字即输出并重新开始|HUFFMAN_DECODE_STREAM|已知完整编码表|-|-|-
17C07|度约束下的最少顶点数|由握手定理求剩余度数并用最大允许度覆盖|2|无向图度数和|-|扣除已知顶点贡献;用其他顶点允许最大度求数量下界;核对总量|GRAPH_DEGREE_MIN_VERTICES|已知两类高度顶点和总边数|-|-|原文方程后的解和加法有算术笔误，标签按方程与度数上界判断，不复制数值
17C08|折半查找判定树的形状约束|逐子树检查中点划分大小和统一舍入方向|2|中序编号;折半查找|-|比较各结点左右子树规模;检查所有偶数规模区间是否采用同一种取中规则|BINARY_SEARCH_TREE_SHAPE|选项都为无标号树形图|-|-|图示编号仅用于辅助核对，不将任意BST或AVL都当作折半判定树
17C09|B加树索引的应用适配|按磁盘分层索引和叶链访问需求判断|1|B加树;外存索引|-|将低树高和稳定叶层查询对应文件数据库索引|BPLUS_INDEX_APPLICATION|选择适配的系统应用|-|-|不把原解析对其他应用的一般实现举例作为唯一实现方式
17C10|归并与插入排序的时空取舍|比较渐近时间和辅助空间|1|排序复杂度|-|比较输入规模增大时的运行代价;区分时间收益和空间开销|MERGE_INSERT_TRADEOFF|内部排序选择理由|-|-|代码长短并非算法不变量，标签采用可比较的时空成本
17C11|链式存储对排序访问成本的影响|检查算法是否依赖按下标随机访问|1|链表访问;排序操作|-|区分顺序扫描与间隔或父子下标访问;判断链式表示是否增加定位开销|SORT_STORAGE_RANDOM_ACCESS|顺序表改为链表|-|-|-
17C12|相同ISA程序的CPU时间比|在指令数相同时比较CPI除以主频|1|CPU性能方程|-|固定同一程序指令数;分别换算单位指令耗时;求运行时间比例|CPU_TIME_RATIO|两台机器CPI和频率不同|-|-|按题内同一基准程序指令流比较，不推断相同ISA必然使任意编译代码相同
17C13|未对齐数据的存储访问轮数|按总线对齐边界划分所覆盖数据块|2|字节编址;交叉存储|-|定位首字节在传输字内的偏移;计算连续变量覆盖的对齐读写范围|UNALIGNED_MEMORY_CYCLES|双精度跨多个32位访问边界|-|-|-
17C14|数组访问的时间与空间局部性|分别检查重复访问与相邻元素访问|1|数组地址;局部性|-|跟踪内外循环对同一元素的重复;识别相邻下标访问|ARRAY_TEMPORAL_SPATIAL_LOCALITY|反复从数组起点扫描增长前缀|-|-|原文用循环指令重执行解释时间局部性不足以回答数组问题，标签直接依据数组访问轨迹
17C15|数组顺序下标的寻址方式|以固定首地址配合变化位移形成有效地址|1|变址寻址|-|将数组首址和下标偏移分离;选择支持重复调整位移的方式|ARRAY_INDEXED_ADDRESSING|按下标访问一维数组|-|-|-
